171	ชัณญัม	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยัม	มีปัญญา และมีเมตตา
173	ชัณญิณ	A+	24	อาทิตย์, อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยิน	มีปัญญา
174	ชัณญิน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยิน	มีปัญญา และอ่อนโยน
175	ชัณญิม	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยิม	มีปัญญา และมีเมตตา
177	ชันญัณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยัน	อ่อนโยน และมีปัญญา
178	ชันญัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยัน	อ่อนโยน และมีปัญญา
179	ชันญัม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยัม	อ่อนโยน มีปัญญา และมีเมตตา
189	ชัมญิณ	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ยิน	มีเมตตา และมีปัญญา
190	ชัมญิน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ยิน	มีเมตตา มีปัญญา และอ่อนโยน
191	ชัมญิม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ยิม	มีเมตตา และมีปัญญา
192	ชัมญิห	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ยิ-หะ	มีเมตตา มีปัญญา และเข้มแข็ง
193	ชิณษัณ	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สัน	มีปัญญา และมีศักดิ์ศรี
194	ชิณษัน	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สัน	มีปัญญา มีศักดิ์ศรี และอ่อนโยน
195	ชิณษัม	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สัม	มีปัญญา มีศักดิ์ศรี และมีเมตตา
196	ชิณษัห	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สะ-หะ	มีปัญญา มีศักดิ์ศรี และเข้มแข็ง
197	ชิณษิณ	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิน	มีปัญญา และมีศักดิ์ศรี
198	ชิณษิน	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิน	มีปัญญา มีศักดิ์ศรี และอ่อนโยน
199	ชิณษิม	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิม	มีปัญญา มีศักดิ์ศรี และมีเมตตา
200	ชิณษิห	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิ-หะ	มีปัญญา มีศักดิ์ศรี และเข้มแข็ง
201	ชินษัณ	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สัน	อ่อนโยน มีศักดิ์ศรี และมีปัญญา
202	ชินษัน	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สัน	อ่อนโยน และมีศักดิ์ศรี
203	ชินษัม	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สัม	อ่อนโยน มีศักดิ์ศรี และมีเมตตา
204	ชินษัห	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สะ-หะ	อ่อนโยน มีศักดิ์ศรี และเข้มแข็ง
205	ชินษิณ	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิน	อ่อนโยน มีศักดิ์ศรี และมีปัญญา
206	ชินษิน	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิน	อ่อนโยน และมีศักดิ์ศรี
207	ชินษิม	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิม	อ่อนโยน มีศักดิ์ศรี และมีเมตตา
208	ชินษิห	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-สิ-หะ	อ่อนโยน มีศักดิ์ศรี และเข้มแข็ง
209	ชิมษัณ	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สัน	มีเมตตา มีศักดิ์ศรี และมีปัญญา
210	ชิมษัน	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สัน	มีเมตตา มีศักดิ์ศรี และอ่อนโยน
211	ชิมษัม	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สัม	มีเมตตา และมีศักดิ์ศรี
212	ชิมษัห	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สะ-หะ	มีเมตตา มีศักดิ์ศรี และเข้มแข็ง
213	ชิมษิณ	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สิน	มีเมตตา มีศักดิ์ศรี และมีปัญญา
214	ชิมษิน	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สิน	มีเมตตา มีศักดิ์ศรี และอ่อนโยน
215	ชิมษิม	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สิม	มีเมตตา และมีศักดิ์ศรี
216	ชิมษิห	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-สิ-หะ	มีเมตตา มีศักดิ์ศรี และเข้มแข็ง
217	ชัณษัณ	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สัน	มีปัญญา และมีศักดิ์ศรี
218	ชัณษัน	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สัน	มีปัญญา มีศักดิ์ศรี และอ่อนโยน
219	ชัณษัม	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สัม	มีปัญญา มีศักดิ์ศรี และมีเมตตา
220	ชัณษัห	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สะ-หะ	มีปัญญา มีศักดิ์ศรี และเข้มแข็ง
221	ชัณษิณ	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิน	มีปัญญา และมีศักดิ์ศรี
222	ชัณษิน	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิน	มีปัญญา มีศักดิ์ศรี และอ่อนโยน
223	ชัณษิม	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิม	มีปัญญา มีศักดิ์ศรี และมีเมตตา
224	ชัณษิห	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิ-หะ	มีปัญญา มีศักดิ์ศรี และเข้มแข็ง
225	ชันษัณ	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สัน	อ่อนโยน มีศักดิ์ศรี และมีปัญญา
226	ชันษัน	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สัน	อ่อนโยน และมีศักดิ์ศรี
227	ชันษัม	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สัม	อ่อนโยน มีศักดิ์ศรี และมีเมตตา
228	ชันษัห	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สะ-หะ	อ่อนโยน มีศักดิ์ศรี และเข้มแข็ง
229	ชันษิณ	A+	24	อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิน	อ่อนโยน มีศักดิ์ศรี และมีปัญญา
230	ชันษิน	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิน	อ่อนโยน และมีศักดิ์ศรี
231	ชันษิม	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิม	อ่อนโยน มีศักดิ์ศรี และมีเมตตา
232	ชันษิห	A+	24	อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-สิ-หะ	อ่อนโยน มีศักดิ์ศรี และเข้มแข็ง
233	ชัมษัณ	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สัน	มีเมตตา มีศักดิ์ศรี และมีปัญญา
234	ชัมษัน	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สัน	มีเมตตา มีศักดิ์ศรี และอ่อนโยน
235	ชัมษัม	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สัม	มีเมตตา และมีศักดิ์ศรี
236	ชัมษัห	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สะ-หะ	มีเมตตา มีศักดิ์ศรี และเข้มแข็ง
237	ชัมษิณ	A+	24	อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สิน	มีเมตตา มีศักดิ์ศรี และมีปัญญา
238	ชัมษิน	A+	24	อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สิน	มีเมตตา มีศักดิ์ศรี และอ่อนโยน
239	ชัมษิม	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-สิม	มีเมตตา และมีศักดิ์ศรี
